,Height Range(CM),Weight Range(Kg),Distance(Km),Avg Speed(Km/h),Total Ascent(m),Avg Grade(%),Wh/km,Power Assistance Level,Wind speed(Km/h),Wind Direction,Weather,Precipitation(mm),Temperature(° C)
4235,172.9544173,57.5,0.3,19.57027549,1,1.93293779,15.41009374,4,11.15426965,WSW,Cloudy,0,12.16743926
4236,169.9,57.5,3.158965069,18.43326174,22,1.895983954,3.652987198,5,16.53682102,S,Cloudy,0,11.89440438
4237,169.9,59.0590304,3.214629572,15.71101575,17,1.834481563,1.81,3,9.287722476,S,Clear,0,9.51237674
4238,173.276827,61.03303358,2.575466969,14.93980018,22,1.830597578,25.80170788,4,18.9124299,S,Clear,0.128060099,13.21693379
4239,173.7827263,68.40268033,1.398174493,15.4590022,3,1.709051903,12.47384414,4,6.1,S,Cloudy,0,9.4
4240,171.0704304,57.5,2.81743317,16.37919118,7,1.857579857,1.81,4,22.04927379,WSW,Cloudy,0,14.14029929
4241,174.1600256,69.96652261,0.627826878,14.49151855,1,1.631935834,17.22248412,2,15.1392423,S,Cloudy,0,11.28963001
4242,173.6164643,58.88467905,2.703380193,16.70387296,11,1.732634359,6.483516102,3,10.19902163,WSW,Overcast,0,10.8904184
4243,175.5429222,70.13794762,3.81969306,17.53846645,21,1.96289922,8.260483589,5,13.67305457,WSW,Patchy rain possible,0.1910434,11.77389297
4244,171.8812966,67.05262691,2.69136506,14.1758046,21,1.846143507,1.81,4,10.58408803,WSW,Cloudy,0,9.891325914
4245,174.1837937,63.47562633,1.658004858,17.01173734,7,1.741456722,3.715886772,4,15.12579854,S,Clear,0,13.35015976
4246,173.2641703,57.5,1.739597225,15.81077822,20,1.977896171,6.923383794,3,35.06086103,SSE,Clear,0,15.49029045
4247,175.6120145,77.23414745,4.015275161,17.17756941,24,1.789644365,1.81,4,7.986861741,S,Clear,0,10.9773809
4248,174.0162291,65.07714205,2.900601193,18.36778056,19,2.271235818,24.64998449,5,37.7417348,WSW,Cloudy,0.236842129,15.31124891
4249,176.0391339,75.89766864,6.690077147,15.50779449,32,1.793882642,25.03361391,3,13.72480848,S,Clear,0.439572226,13.31145619
4250,175.6460035,60.18109922,3.028035458,14.71712728,26,1.943607784,4.107464063,2,26.84437263,SSE,Overcast,0.121171799,16.02446276
4251,172.2880532,59.49634286,3.165172267,12.66428756,13,1.734692351,21.34219113,1,8.694038629,S,Overcast,0.092381661,9.4
4252,169.9541048,57.5,3.432270958,17.11928703,16,1.827646778,23.16302663,4,23.5716154,S,Clear,0.466416668,13.79440493
4253,176.2556051,66.46866096,1.745230347,14.61618299,20,1.959720354,5.266260125,2,22.25350812,WSW,Cloudy,0.110330638,11.86025879
4254,173.7379703,61.03003449,3.698716465,13.74596235,31,2.08648513,20.67494748,3,24.60152104,SSE,Clear,0.306529995,12.73451875
4255,172.4045426,63.69815461,3.0665684,16.38868901,11,1.966625568,27.9515039,2,19.29584524,S,Partly cloudy,0.315968438,11.08867373
4256,170.3445609,57.5,1.939612605,14.74221881,4,1.5867255,23.88541189,1,26.38194253,S,Patchy rain possible,0.198832148,13.59019831
4257,171.6240378,57.92092756,2.940421296,16.49068054,17,2.055852145,11.66293597,2,31.24700883,S,Cloudy,0,13.87601428
4258,172.1835106,63.25142572,2.510393546,11.71106716,13,1.799773057,25.45400819,1,21.37707372,S,Patchy rain possible,0.297785453,11.41251341
4259,174.6962101,58.28652721,1.254610476,13.46432896,17,2.028107068,29.18834322,4,19.56494825,WSW,Overcast,0.020422809,14.70177633
4260,170.1832594,57.5,2.084530561,13.22360596,3,1.617086684,10.01344481,4,6.84323548,S,Patchy rain possible,0,9.4
4261,174.6181474,63.04077803,4.514037836,16.45349805,34,2.264114862,11.04464445,3,29.57927858,WSW,Overcast,0,16.39298455
4262,178.3323068,85.92672582,2.517635585,13.94407293,10,1.791196749,11.80528938,3,11.97206671,WSW,Clear,0.257399612,12.10961191
4263,173.8613162,61.85426075,1.50302208,17.59990729,13,1.945298149,1.81,3,10.83290276,S,Patchy rain possible,0,11.84093996
4264,175.276137,62.57491348,2.451023166,13.65941515,22,1.72113424,2.920517962,2,30.27451356,SSE,Clear,0.110593333,15.63822669
4265,170.6497074,57.5,2.944573005,15.50236854,22,1.985515336,15.75682462,3,8.3502517,S,Clear,0,9.417990062
4266,179.9,83.06152237,1.595436351,18.27025941,17,1.957628217,4.616669749,5,16.81542955,WSW,Patchy rain possible,0.134660603,14.85442642
4267,173.0380328,59.46467459,4.738916521,18.12089924,29,1.966482428,9.948860225,3,27.81751321,S,Clear,0.005587398,15.09704535
4268,176.7179351,65.32034795,1.737385682,17.27648873,20,1.997691578,3.825610299,3,20.39738985,WSW,Cloudy,0,14.01639171
4269,178.0715759,67.11432204,2.474863333,13.79161529,11,1.784687757,18.06626684,3,20.81061517,W,Cloudy,0.331705952,15.0830799
4270,171.5845359,59.91920312,2.256659131,17.93344418,6,1.987133585,9.066975587,4,11.16084551,S,Overcast,0,11.62164168
4271,172.8679441,58.58506389,5.69983716,19.39171997,36,2.3,23.96645375,4,37.10910583,SSE,Overcast,0.612865536,15.67441816
4272,174.6326746,61.71519574,0.709121583,16.49196784,0,1.846979142,18.52242693,4,19.13084666,S,Clear,0.277577353,12.98878263
4273,179.7620164,77.36796783,2.642526472,10.9,13,1.579677922,8.106772451,2,18.46151129,W,Overcast,0.248830708,12.90123867
4274,174.8596004,76.82069119,0.68930306,13.97736953,0,1.5,17.93412866,4,9.547746688,WSW,Light drizzle,0.314521644,11.10299805
4275,172.4420281,66.8814097,5.15911908,14.40187051,16,1.739455595,5.97642888,1,11.66206025,S,Clear,0.22127541,9.865143544
4276,174.7940807,68.63720193,3.046087153,14.86380829,18,2.10398467,1.81,2,23.33025708,S,Clear,0.29363672,11.72242848
4277,176.2789709,71.05895092,3.48951382,15.1481168,25,1.980904721,9.789280534,4,26.09961132,W,Clear,0.443280214,12.90791002
4278,173.4772123,59.16792569,4.59959335,19.57422186,34,2.3,13.74453591,4,31.94031734,WSW,Overcast,0,13.89687099
4279,171.9428929,63.40667394,3.45983284,17.38751102,5,1.54418641,1.81,5,11.74567446,S,Clear,0,12.73799042
4280,171.607726,65.0277751,2.973432807,14.2512834,17,1.992711311,25.75045201,2,10.51543108,SSE,Cloudy,0.200212948,9.4
4281,172.409183,57.5,2.727579197,13.6072471,19,1.821574467,14.73491715,4,6.504741492,S,Overcast,0,10.50977956
4282,175.0347944,57.5,1.879696453,16.55144234,17,2.232341059,35.90938095,4,32.13295229,W,Cloudy,0.555385478,15.95662397
4283,169.9,57.5,4.81749624,18.90939882,33,2.040153486,24.41163134,4,25.36361346,WSW,Clear,0.260054784,11.5554341
4284,174.090281,69.80626232,0.332371653,14.26013969,2,1.719616611,19.12274005,2,8.08607783,S,Patchy rain possible,0,10.78387992
4285,175.9149056,66.77925213,4.126386256,19.01379399,26,2.151885579,4.836191133,4,20.86611133,S,Patchy rain possible,0.130143881,13.05576133
4286,172.0285348,64.55759928,5.213243479,20.62337926,30,2.204940647,7.86146258,5,25.34197777,S,Overcast,0,15.65264259
4287,171.9940879,61.92357862,3.877866095,16.90837893,21,2.02049931,16.71197801,4,13.4041664,WSW,Cloudy,0.18765961,10.40145554
4288,177.6907193,71.68299879,2.624029821,18.19962125,27,2.3,12.05850418,4,29.37132631,WSW,Overcast,0.122712269,16.26798855
4289,175.0974957,66.34853485,4.149275916,16.76851777,19,2.0274571,18.29529333,4,27.827378,W,Cloudy,0.378579076,15.2926577
4290,175.9945133,76.79092809,1.008504028,14.14585148,9,1.936695583,20.19444123,2,18.32937392,S,Light drizzle,0.270090037,10.86555559
4291,173.6808609,70.19074771,2.836576034,16.38839142,7,1.546469089,1.81,3,21.87288465,WSW,Cloudy,0.118844311,13.39147667
4292,172.8702443,61.5731286,1.771181999,13.59242714,15,2.108352829,20.51137923,2,19.45962536,WSW,Cloudy,0.174527494,11.57919842
4293,173.9741751,60.29888054,2.729348299,17.1771571,19,1.72603996,4.726064147,4,36.16986001,WSW,Cloudy,0.332517715,16.1192272
4294,175.6000815,74.65221819,1.478077158,17.46044953,0,1.723047261,8.742301615,3,21.50010463,S,Cloudy,0.039998586,13.22550701
4295,177.8108752,79.91312632,2.432890419,14.47172887,13,1.768979774,7.613259388,2,15.15751703,S,Overcast,0.001521477,12.21658741
4296,170.5590038,57.5,3.431691882,13.00155875,21,1.788227908,7.583060454,2,17.22754092,S,Patchy rain possible,0.238176158,10.97031884
4297,174.1074825,63.08135968,2.107445052,15.01168828,15,1.978686046,8.19508591,3,27.35288915,WSW,Cloudy,0.242790027,14.05106245
4298,176.9479667,60.35230936,3.775212556,16.96519277,23,1.912930019,15.94947428,4,32.96321389,WSW,Overcast,0.144460701,16.23747818
4299,169.9,57.5,3.524717714,18.68998169,13,1.851761319,27.67306682,4,11.53771309,WSW,Cloudy,0.289389364,9.4
4300,171.9508225,64.80936199,3.481650987,18.53677689,28,1.999697158,20.22123523,5,13.24153086,S,Clear,0.432274107,9.822551838
4301,173.8215444,61.1309119,0.493693545,15.41830411,8,1.815655253,1.81,3,6.1,S,Cloudy,0,9.4
4302,172.6903004,58.8510349,2.977751182,16.30523611,27,2.3,21.9272066,3,28.45227284,S,Clear,0.039977074,15.26926136
4303,170.4315912,57.5,2.30334201,14.66323795,5,1.757223108,10.11574792,3,20.85088552,S,Cloudy,0.1359369,11.7060958
4304,173.7348331,57.5,1.481179341,12.91454187,14,2.044119981,35.27691114,3,23.80374859,S,Cloudy,0.403987644,13.32400225
4305,170.3413608,62.52366296,1.61403748,10.9,10,1.5,16.60351768,1,21.60308933,S,Patchy rain possible,0.14408778,11.14764875
4306,174.394443,67.00942977,3.918673091,17.6748596,26,2.054478603,7.090643253,4,27.07400698,WSW,Clear,0.089798777,15.84844649
4307,174.15787,63.31224943,2.302979117,13.47007473,16,1.927166074,24.01358001,2,16.85475681,WSW,Patchy rain possible,0.222048246,11.75312112
4308,174.4720267,68.5710149,4.63854063,15.85876861,24,1.955059879,19.06166227,3,24.68704313,S,Partly cloudy,0.194675193,15.21001332
4309,175.4687467,57.5,1.03446878,13.82986459,8,1.992923749,11.33153836,3,20.14970904,W,Cloudy,0.039909306,14.32244781
4310,173.7683319,71.67240775,4.296191634,17.20189182,20,2.045675498,10.36923606,4,20.95827982,S,Light drizzle,0.189756789,13.16168704
4311,175.7203068,66.63867296,2.742173087,18.26857857,24,1.950189343,6.173499075,5,22.48543889,WSW,Patchy rain possible,0.017692013,14.19857949
4312,176.0913133,65.00845666,2.191778766,17.34269545,20,1.861722405,5.630128799,3,17.94362028,S,Clear,0,12.82758041
4313,171.7475154,61.70222563,3.484347347,11.21593035,9,1.525152307,9.582383132,1,7.603985372,S,Overcast,0,9.4
4314,175.8741023,64.17480983,1.605810135,20.32594098,15,2.090290973,1.81,4,29.24905264,S,Overcast,0,16.13703979
4315,173.5443122,58.57694375,3.8287214,14.74444069,21,1.918984783,21.30992944,3,21.00641077,WSW,Partly cloudy,0.366692561,12.42569773
4316,176.7021686,75.19611695,3.405400141,17.75693208,17,2.020826265,6.91299522,3,33.65324386,S,Patchy rain possible,0.01546812,15.95201614
4317,169.9,57.5,2.297729315,11.32175146,5,1.612353229,29.13252702,2,20.03139518,S,Patchy rain possible,0.44258994,10.14548079
4318,173.939157,67.27073894,3.631638768,14.11329201,18,1.940489134,22.66823971,2,28.5246712,S,Light drizzle,0.303108706,13.80185936
4319,177.8471387,62.58833201,3.98448056,20.39288913,32,2.153670835,4.153071378,5,21.31423359,SSE,Overcast,0.101591001,15.31046371
4320,173.3384105,63.8595274,1.102595846,17.45528014,9,1.852051938,33.01528317,5,26.68414588,S,Clear,0.414450049,15.15552057
4321,172.8928397,60.06730351,3.015192453,18.31445065,23,1.984280492,8.703749833,4,22.76002305,WSW,Cloudy,0,13.47273986
4322,174.3320907,64.89109328,3.942380409,13.93518592,24,1.923579532,18.49522739,3,15.18869872,WSW,Patchy rain possible,0.401041263,12.37859137
4323,175.1528372,63.2974441,0.714019361,13.18168665,0,1.5,9.872694372,2,6.1,S,Patchy rain possible,0,9.4
4324,173.6809415,70.93134674,2.335444448,12.95012994,6,1.661979741,17.30123779,2,6.1,S,Light drizzle,0.198794605,9.4
4325,174.3296851,69.28754887,2.589273811,14.54709821,14,1.810602233,12.10436089,2,16.12207055,S,Clear,0,12.17042599
4326,174.7753382,74.51967692,1.861394962,10.9,14,1.787083037,4.793570341,1,19.35652048,S,Cloudy,0.091969546,10.71488213
4327,169.9,57.5,2.167669602,15.2911819,16,1.934106579,1.81,3,19.99342294,S,Clear,0,12.44006381
4328,170.9736764,57.5,0.824660189,14.77213599,2,1.831326753,20.98665688,3,14.57059058,S,Light drizzle,0.015083048,13.10522926
4329,175.5911059,73.00739861,2.432555601,14.58660169,5,1.654226971,7.552488329,3,15.20036616,S,Clear,0.145399812,10.49325424
4330,171.8468748,57.5,1.227324724,17.80616655,12,2.076371973,11.9339111,4,14.94538259,S,Cloudy,0,12.75763105
4331,173.0369518,57.5,3.20702894,17.65784356,22,1.86848487,6.83154529,3,8.270448477,S,Clear,0,11.65806506
4332,172.2301923,57.5,2.34909601,13.17518819,11,1.822985187,21.23812062,2,11.00170574,S,Patchy rain possible,0.396404505,11.95004102
4333,172.0024633,57.84431837,4.551589304,16.34609159,21,2.165701504,20.89007996,3,34.85147878,WSW,Partly cloudy,0.619271473,14.77737498
4334,178.7890875,63.90231415,3.713995478,18.38988863,37,2.3,6.680405833,4,18.34496771,W,Overcast,0,14.09732955
4335,179.8822712,87.99223836,1.419084093,11.00251446,10,1.5,1.89071918,2,6.1,S,Clear,0,9.679645894
4336,172.2586815,57.5,3.106524062,15.39558559,21,1.907633529,23.32820502,4,25.19232658,W,Cloudy,0.432612497,15.48413665
4337,170.9475189,57.5,2.834192441,16.31513389,18,1.880878315,5.313305716,4,29.5527616,W,Overcast,0.042036367,13.33755337
4338,173.5679386,62.35204161,4.218097378,19.9506077,29,2.100198892,1.81,4,13.43577313,WSW,Overcast,0,14.04535199
4339,169.9,57.5,3.541135772,15.22373344,12,1.9225915,17.3124775,4,19.17862627,WSW,Cloudy,0,13.70123
4340,171.4766447,57.5,2.05985634,15.4728621,19,1.988760737,12.33573936,3,13.40692332,S,Patchy rain possible,0,9.517023016
4341,176.3438772,81.70243163,3.429661484,14.39580593,8,1.513623551,11.96654935,4,14.92936376,WSW,Patchy rain possible,0.465050662,11.27022382
4342,174.9520811,60.51832489,2.538457518,13.27733822,28,2.039736172,5.495014035,2,27.06789671,WSW,Clear,0.001193432,15.98057109
4343,170.6546474,57.5,1.649560542,15.53356685,6,1.856516408,34.34940452,4,6.543272348,S,Patchy rain possible,0.340445592,9.4
4344,173.5003128,65.05798947,3.797466884,17.29689042,19,1.898195651,13.02057337,5,16.73516942,S,Cloudy,0.036243956,11.92962288
4345,175.6598772,69.13169543,5.408478203,17.23480506,29,1.769618393,16.47039119,4,30.12244158,SSE,Cloudy,0.514590188,16.08651344
4346,177.8177955,74.926161,3.501250624,14.40554553,20,1.676792167,14.51885428,3,20.84426864,WSW,Overcast,0.171530217,13.08930745
4347,170.3878221,57.5,2.42094904,14.8810425,15,1.917882856,14.36297068,3,32.72551758,WSW,Cloudy,0.108296604,12.84161965
4348,179.9,80.23692468,5.009717517,15.15604736,28,1.85970027,8.692272078,4,25.97932103,WSW,Cloudy,0.378420802,15.53007735
4349,173.1999053,57.5,2.901882713,18.49448315,20,1.989020161,2.34467831,3,19.65659312,WSW,Overcast,0,13.68215721
4350,174.7237234,64.27130779,3.580401432,15.18151653,12,1.809275171,26.37442923,4,6.1,S,Cloudy,0.25890409,9.769080964
4351,177.2503784,77.99153015,3.843947294,14.00979807,20,1.853159625,5.487983995,2,14.17605843,S,Clear,0.241333599,11.05618355
4352,172.7249765,59.03461628,3.173590523,16.1226262,20,1.898270569,12.89057306,5,39.02326532,WSW,Cloudy,0.203172652,16.9
4353,175.5577827,70.10819959,4.235198329,17.01761993,30,2.063430796,1.81,3,26.48534353,WSW,Overcast,0,14.08746796
4354,173.184935,58.80538001,0.630859025,13.05970539,0,1.756979244,4.678386285,2,16.3030994,S,Cloudy,0.022945767,10.80378473
4355,175.0910531,60.45148297,0.624404293,14.36043319,9,1.571263658,3.066033606,3,6.287056575,S,Cloudy,0,11.64458487
4356,176.7863426,81.58146353,2.327575315,15.74439909,13,1.950674124,5.154420673,2,6.5695651,S,Clear,0,9.844191523
4357,176.0834775,74.81485141,1.104041741,11.6173328,10,1.520057543,4.741410801,2,11.92029614,S,Patchy rain possible,0,12.08373271
4358,177.1353555,77.46700331,2.184413449,16.07203703,14,1.908914354,12.36399741,5,17.63041787,WSW,Cloudy,0.162121121,14.05791349
4359,177.9863609,75.74928117,0.3,10.9,4,1.5,7.521018473,2,6.399208012,S,Cloudy,0,9.438027183
4360,173.8177518,65.95690506,4.062732332,16.30985766,23,1.812046735,16.70937281,4,19.13829193,S,Cloudy,0.177487072,12.56633146
4361,176.6654511,66.18011632,2.667114083,20.80666387,16,2.208553066,19.20260133,5,28.88964226,WSW,Clear,0.174960182,16.88950419
4362,179.9,75.57856645,2.367625413,13.51707337,23,2.138191871,1.81,2,20.60187359,SSE,Overcast,0,13.39784167
4363,172.6821935,62.90935268,1.846944281,12.6754819,7,1.518879272,13.70923869,2,6.1,S,Clear,0.010859766,9.4
4364,171.6037208,57.5,4.564856824,14.31448934,19,1.902334265,32.62761378,3,13.52935276,WSW,Cloudy,0.253150261,12.12124006
4365,174.2245571,65.28946495,1.881123667,15.25202686,14,1.889857139,15.39081655,4,34.64277418,W,Clear,0.147095344,14.23049413
4366,174.74558,66.32008293,3.810954532,15.61563301,35,2.134563345,1.81,3,26.35043683,WSW,Overcast,0,13.85551378
4367,177.1793166,71.29482235,1.602151442,16.36861163,13,1.932542222,1.81,2,18.294896,WSW,Clear,0,10.57261524
4368,169.9,61.36712307,5.287320471,18.84873961,20,1.873010767,14.65942519,4,9.935442171,S,Clear,0.068675275,9.4
4369,170.2491342,57.99805011,3.58275998,16.06711635,21,1.551148466,9.566324895,5,19.67226638,S,Clear,0,11.57956691
4370,169.9559006,57.5,2.516195066,18.81307769,19,1.762888004,1.81,4,20.75119146,S,Partly cloudy,0,12.50988858
4371,169.9,57.5,3.89300934,16.90708959,12,1.695645832,8.581971121,3,7.349485748,S,Clear,0.111542604,9.4
4372,173.7689542,60.50229639,2.903704597,13.83818716,16,1.958064515,12.81160592,1,24.68234412,WSW,Overcast,0.326076984,13.69527308
4373,174.2111669,65.74258947,2.260818923,11.93994678,17,1.971753258,12.21315757,2,19.3873433,S,Patchy rain possible,0.325311498,11.43789991
4374,169.9,57.5,2.943177635,14.38804401,16,1.919506836,20.49727693,3,17.06258316,S,Cloudy,0,10.69764132
4375,174.8863845,67.88370392,1.048602775,14.39057893,1,1.5,3.685309829,3,6.1,S,Overcast,0,9.4
4376,173.0693904,60.73996074,2.509395544,12.82862945,6,1.709409807,19.19114241,4,23.10494757,SSE,Clear,0.273582434,14.25167468
4377,173.5459268,59.657042,3.26894193,17.43428499,16,1.811346221,1.81,4,16.4080844,S,Overcast,0,12.22547384
4378,172.3144429,57.5,3.29578948,16.21035134,12,1.640620312,13.94203307,3,22.41275055,S,Clear,0.341043963,12.79184496
4379,175.3870314,66.89904465,1.763960252,13.33916403,10,1.696205121,19.97895165,4,15.82793283,W,Cloudy,0.224156982,12.35905579
4380,174.5086774,65.43898871,2.06452043,16.72870953,10,1.975513972,21.07799622,4,6.1,S,Cloudy,0,9.4
4381,172.726174,65.38918252,2.997385912,10.9,7,1.5,1.81,1,6.1,S,Overcast,0,9.4
4382,176.1454881,69.49574684,0.3,12.44664275,0,1.5,3.350124415,2,20.07439805,S,Cloudy,0,12.26472048
4383,172.4723155,61.90860253,3.840514944,16.99564536,25,1.875869796,14.16870298,5,8.324787138,WSW,Patchy rain possible,0.255185449,11.05860874
4384,176.2298797,66.39192387,2.352591882,14.01878323,9,1.988187031,16.78696386,2,10.87526644,S,Overcast,0.055425254,11.90561694
4385,173.2406623,76.51110564,3.103537355,10.9,3,1.511990016,28.91151627,2,6.1,S,Light drizzle,0.522930866,9.4
4386,172.0405602,58.01964653,3.196598068,12.30470258,14,1.566653707,12.82524219,1,19.99777342,WSW,Clear,0.215765547,11.21202227
4387,175.6353178,66.58940194,3.32081829,15.65871852,16,1.792794505,2.186427429,4,11.08519215,S,Overcast,0,11.82105822
4388,171.2709713,57.5,0.70163537,18.71137453,6,1.91984926,3.792180815,3,6.1,S,Clear,0,9.4
4389,173.7066683,60.93266561,3.552946614,16.31049903,25,2.091957711,18.06275285,3,14.4407665,S,Overcast,0,11.36191323
4390,172.3978256,62.30756639,1.756907921,12.93738574,8,2.010073635,21.3631572,1,7.407338012,SSE,Clear,0.23075525,9.4
4391,173.3569533,66.23045604,4.965407491,16.79652822,32,2.050174593,10.20794755,3,17.55757735,WSW,Patchy rain possible,0.289136433,12.35557938
4392,173.2981783,73.77743309,2.019490901,15.14342341,0,1.5,5.022883257,3,6.1,S,Clear,0,9.4
4393,170.8835459,57.5,1.608937687,13.08880658,10,1.695363492,9.01493967,3,10.37198016,S,Cloudy,0,9.809109961
4394,175.9594846,72.00840964,1.700473993,17.58818974,6,1.764499203,15.75810161,5,7.73404448,S,Clear,0.090302904,10.4956893
4395,174.5836881,58.54314408,1.031662516,13.91080928,7,1.586889782,4.783567214,4,6.1,S,Overcast,0,12.11352811
4396,179.4169075,71.657957,3.118758252,12.267349,18,1.684545748,7.791161365,2,16.5711074,S,Cloudy,0,14.00618309
4397,169.9,57.5,3.074395825,19.67724558,17,2.12477082,3.18926051,3,14.69338796,S,Light drizzle,0,10.79258379
4398,175.4597799,67.07689652,3.833793905,15.15225273,24,2.00016386,18.5489321,3,29.55606723,WSW,Clear,0.351675255,15.76392106
4399,178.1453015,63.1845815,4.757893964,16.64226028,22,1.783525401,8.605228453,4,26.86528138,SSE,Overcast,0.22306265,16.62667899
4400,172.6388324,74.04603438,1.136195058,14.56518881,0,1.601592167,6.743280524,2,6.1,S,Light drizzle,0.037647168,9.4
4401,179.5269802,78.42516773,5.538701245,18.44341421,43,2.234062178,14.24664385,5,23.02561943,W,Cloudy,0.317618843,16.15747727
4402,172.394756,57.5,2.81981273,14.07956795,22,1.823882143,1.81,3,20.64292564,S,Cloudy,0,13.36206342
4403,171.4815347,57.5,2.938760045,18.24605771,9,1.872025283,18.13907088,4,23.15627888,S,Cloudy,0,13.35865757
4404,174.9620428,72.41563481,1.327682326,14.29813151,0,1.698911363,3.777457254,3,6.1,WSW,Overcast,0,9.4
4405,174.457722,68.32980017,2.626583587,16.85156164,10,1.631497896,1.81,4,11.01859041,S,Clear,0,11.42017556
4406,173.7865456,72.97680074,1.344138552,17.63162518,11,2.001134604,12.94117388,5,11.83181422,S,Cloudy,0,10.49118645
4407,172.6571627,66.33201403,6.212633505,20.23987094,36,2.093923973,15.24535033,5,38.05623995,WSW,Patchy rain possible,0.631712725,16.08627509
4408,170.5072754,57.74672361,3.119020983,18.40960008,24,2.017606183,5.764215239,4,22.91473361,S,Partly cloudy,0,15.05855343
4409,175.688278,70.20874383,3.620011289,13.2353483,18,1.741894003,15.61376083,3,32.21514852,SSE,Overcast,0.214631984,15.99246216
4410,177.0490404,77.05952294,1.858141948,10.9,0,1.5,26.41462974,1,6.773318488,S,Patchy rain possible,0.468452941,9.764181486
4411,174.3620699,71.08124315,4.092268825,14.04458883,22,1.876264212,1.81,2,21.96231674,WSW,Partly cloudy,0.290255011,11.46756035
4412,172.2692439,57.5,4.638093243,16.24790668,27,1.726715128,2.501737368,3,26.90832884,S,Cloudy,0.034023828,14.41042067
4413,172.3583663,57.5,3.206117173,16.1878656,23,2.003747917,7.595841461,3,23.47640654,S,Overcast,0,12.11814171
4414,174.8590548,69.05237816,3.088876053,20.74109672,31,2.134001729,1.81,5,34.12144291,S,Light drizzle,0.349241306,16.9
4415,175.6884579,73.4802338,5.769024873,18.34687048,30,1.955364614,15.54482038,5,28.34030514,WSW,Patchy rain possible,0.669717281,16.14278521
4416,169.9,57.5,0.872244637,14.11684711,7,1.716783586,6.002752409,2,8.796550859,S,Clear,0,9.4
4417,171.0409359,66.93079445,0.434397929,15.10933356,0,1.5089358,1.81,2,11.83339182,S,Cloudy,0,10.50628929
4418,172.3247439,60.87796618,5.549306517,19.39184383,34,2.3,12.34947104,4,36.6655697,WSW,Overcast,0.248904882,16.61447091
4419,170.1793325,57.5,0.501344671,16.55659683,0,1.667567476,17.94773013,3,12.26403028,S,Clear,0.069772383,10.25192731
4420,171.0017628,59.97553561,2.436741485,14.9717612,3,1.730460136,14.60355059,5,6.1,S,Overcast,0,9.4
4421,172.853781,57.5,3.878178094,14.99473367,26,2.107093819,23.24702053,3,24.85767219,SSE,Clear,0.460936596,14.02560624
4422,173.0635355,62.36913237,2.122005203,16.10690514,15,2.019824639,1.81,4,21.7296925,S,Cloudy,0,12.54748459
4423,175.9749993,78.16517292,2.940814504,15.34988832,13,1.743137204,3.324155667,3,12.33468382,WSW,Clear,0.036539974,13.20022599
4424,169.9,57.5,5.150212459,16.8987639,26,1.761441262,1.81,3,16.70685701,S,Clear,0,11.49667412
4425,171.2728691,57.5,2.268498911,16.618608,15,2.175858845,23.8302228,2,26.49998623,S,Clear,0,13.50540417
4426,175.2464588,70.92426555,2.710615904,11.79145182,14,1.660609651,3.475807528,1,8.304022865,S,Clear,0,9.4
4427,173.3108239,66.55591478,4.79220026,17.93577545,32,1.94624358,10.77531061,4,19.31881347,WSW,Patchy rain possible,0.197548163,13.98391555
4428,179.9,79.83668511,3.759070756,14.8921601,21,1.88518029,2.105574042,2,15.43915695,SSE,Overcast,0.124526087,13.65119944
4429,172.7476355,58.50994375,5.084137388,17.76216683,42,2.3,13.83600122,4,34.50950951,WSW,Overcast,0.291868459,16.06077443
4430,175.3560677,65.32810375,0.889172111,17.38041912,3,1.80254286,4.892981545,4,13.02562065,S,Cloudy,0,13.18546005
4431,170.3611345,62.15187401,4.37138904,17.34167179,21,1.770583165,7.249090014,4,13.24735595,S,Patchy rain possible,0.126127445,11.71084956
4432,179.8734372,72.63222277,4.723295889,17.02835276,24,2.075949726,12.38761092,3,31.8570684,SSE,Cloudy,0.466788837,16.22789362
4433,172.2817899,57.5,0.737548797,14.01782576,3,1.981983428,27.66462589,2,19.49567139,S,Patchy rain possible,0.315061177,12.87273864
4434,171.9755666,57.5,2.24382389,16.26193505,13,1.702972671,10.71310902,5,11.3632482,S,Clear,0.064299299,11.87811583
4435,174.5915702,73.53682196,2.35189685,21.3,18,2.280137573,13.35286952,5,9.016718822,S,Clear,0.053503801,10.81145127
4436,176.7339841,66.77507467,5.008255549,18.39207458,45,2.144346947,15.89483346,5,32.46750085,W,Overcast,0.133807247,16.9
4437,174.3053449,66.77740516,3.291149187,13.97137006,21,1.765281797,9.277043084,3,25.79692466,SSE,Patchy rain possible,0.26372211,14.12004503
4438,172.8381556,66.90971628,1.669705019,13.733898,6,1.777838362,8.349673213,2,15.02419307,S,Patchy rain possible,0,10.24796566
4439,172.0589274,59.26436455,0.925413288,12.46642745,0,1.678605635,30.63399855,2,20.81752569,S,Light drizzle,0.384075934,13.59469895
4440,174.0229801,58.07444951,1.322285632,14.36459539,2,1.805294749,13.99916928,3,13.76176005,WSW,Cloudy,0.037716184,11.42880634
4441,169.9,57.5,2.666031119,12.99306377,21,1.70551187,16.29489377,2,15.75772917,S,Cloudy,0,9.907350991
4442,172.7063364,57.5,3.810793386,15.93342951,31,2.138398229,14.64198042,3,26.42127391,S,Cloudy,0,14.56352933
4443,174.575294,68.19275235,2.341961442,11.38604706,9,1.756132769,9.398099855,2,7.874897885,WSW,Overcast,0.009232431,10.30999758
